datetime	FF	FX	N	P	T	TD	U	gasPower	hour	dayofweek	season
2017/2/28 22:00	5.955637128	8.879356006	3.695014765	992.5214931	4.813100208	1.826821639	78.98548831	0.310201021	22	1	1
2017/2/28 23:00	5.922514123	8.282932608	5.479546859	992.9751528	4.38223423	2.012498084	83.0385275	0.196309197	23	1	1
2017/3/1 0:00	5.011054197	7.098319436	6.104021182	993.3616782	4.138812442	1.886355747	83.87338828	0.16880472	0	2	1
2017/3/1 1:00	5.718724937	8.010636837	7.121674114	993.7024627	3.994033869	1.985249169	85.02952065	0.137620207	1	2	1
2017/3/1 2:00	4.946830257	6.876322713	7.425294443	993.5047516	3.684916173	2.126964376	88.40931356	0.171119385	2	2	1
2017/3/1 3:00	4.852391634	6.685928592	7.602947773	993.0593226	4.226591268	2.62450201	88.91096996	0.143525904	3	2	1
2017/3/1 4:00	4.012049405	5.574131354	6.906431747	992.9080043	4.574779068	3.492114127	92.29364823	0.116033506	4	2	1
2017/3/1 5:00	2.728310259	4.147890149	6.546454008	992.6542638	4.94797414	4.047372441	93.85540024	0.156423376	5	2	1
2017/3/1 6:00	4.730704132	6.571045305	6.667050947	993.3737824	5.954870323	4.621082054	91.50006446	0.203874073	6	2	1
2017/3/1 7:00	6.730815951	10.38646112	7.040732036	994.8117498	6.151318189	4.569792681	89.72038851	0.201628395	7	2	1
2017/3/1 8:00	7.22142761	11.09843192	6.807194456	996.2602435	6.155704243	4.556007546	89.86156955	0.147310759	8	2	1
2017/3/1 9:00	6.934975169	10.61706389	6.810114347	997.7857313	5.53400486	4.030716346	89.49752345	0.444275461	9	2	1
2017/3/1 10:00	5.792897628	8.51980599	6.564456781	999.0568734	5.540778193	3.522486268	86.50495549	0.528907794	10	2	1
2017/3/1 11:00	5.57319458	9.340295578	6.805579969	999.8640062	5.934017038	4.186350619	88.53184681	0.299051574	11	2	1
2017/3/1 12:00	5.087228111	7.753694691	6.436800423	1000.497526	6.591120499	4.237282812	84.48928258	0.171489038	12	2	1
2017/3/1 13:00	4.88193085	7.660468652	6.550209299	1000.881343	7.315614949	3.893601599	78.25266806	0.105726628	13	2	1
2017/3/1 14:00	6.080112691	9.180769917	5.058118808	1000.773426	8.223365916	2.960450913	68.72898444	0.180959067	14	2	1
2017/3/1 15:00	6.205880025	9.432640082	5.001973309	1000.508869	8.170359493	3.195821467	70.83601804	0.227285888	15	2	1
2017/3/1 16:00	6.550320974	9.214959355	6.444318876	999.9400872	7.806421446	2.87408252	69.8587739	0.221292419	16	2	1
